Month,Year,Gaps,Good,Minimum,Maximum,Mean,Std_Dev,Location,Latitude,Longitude
7.0,1996.0,0.0,7440.0,0.154,1.047,0.661,0.199,Solomon Islands,-8.7053941,159.107069385185
8.0,1996.0,0.0,7440.0,0.244,0.959,0.662,0.162,Solomon Islands,-8.7053941,159.107069385185
9.0,1996.0,0.0,7200.0,0.361,0.98,0.686,0.14,Solomon Islands,-8.7053941,159.107069385185
10.0,1996.0,0.0,7440.0,0.322,1.093,0.672,0.161,Solomon Islands,-8.7053941,159.107069385185
11.0,1996.0,0.0,7200.0,0.253,1.092,0.699,0.195,Solomon Islands,-8.7053941,159.107069385185
12.0,1996.0,0.0,7440.0,0.201,1.241,0.721,0.214,Solomon Islands,-8.7053941,159.107069385185
1.0,1997.0,0.0,7440.0,0.161,1.092,0.676,0.204,Solomon Islands,-8.7053941,159.107069385185
2.0,1997.0,0.0,6720.0,0.233,1.082,0.731,0.177,Solomon Islands,-8.7053941,159.107069385185
3.0,1997.0,0.0,7440.0,0.393,1.077,0.752,0.157,Solomon Islands,-8.7053941,159.107069385185
4.0,1997.0,0.0,7200.0,0.18,0.995,0.603,0.164,Solomon Islands,-8.7053941,159.107069385185
5.0,1997.0,0.0,7440.0,0.154,0.986,0.572,0.177,Solomon Islands,-8.7053941,159.107069385185
6.0,1997.0,0.0,7200.0,0.119,0.951,0.564,0.193,Solomon Islands,-8.7053941,159.107069385185
7.0,1997.0,7230.0,210.0,0.255,0.846,0.61,0.183,Solomon Islands,-8.7053941,159.107069385185
9.0,1997.0,1680.0,5520.0,0.025,0.719,0.387,0.147,Solomon Islands,-8.7053941,159.107069385185
10.0,1997.0,0.0,7440.0,0.153,0.809,0.427,0.145,Solomon Islands,-8.7053941,159.107069385185
11.0,1997.0,0.0,7200.0,0.03,0.871,0.424,0.19,Solomon Islands,-8.7053941,159.107069385185
12.0,1997.0,0.0,7440.0,0.015,0.89,0.477,0.216,Solomon Islands,-8.7053941,159.107069385185
1.0,1998.0,0.0,7440.0,0.028,0.863,0.49,0.208,Solomon Islands,-8.7053941,159.107069385185
2.0,1998.0,0.0,6720.0,0.068,0.743,0.446,0.169,Solomon Islands,-8.7053941,159.107069385185
3.0,1998.0,0.0,7440.0,0.097,0.73,0.444,0.136,Solomon Islands,-8.7053941,159.107069385185
4.0,1998.0,0.0,7200.0,0.163,0.87,0.495,0.154,Solomon Islands,-8.7053941,159.107069385185
5.0,1998.0,0.0,7440.0,0.079,0.92,0.499,0.182,Solomon Islands,-8.7053941,159.107069385185
6.0,1998.0,0.0,7200.0,0.034,0.878,0.493,0.199,Solomon Islands,-8.7053941,159.107069385185
7.0,1998.0,802.0,6638.0,-0.025,0.777,0.406,0.19,Solomon Islands,-8.7053941,159.107069385185
8.0,1998.0,698.0,6742.0,0.072,0.776,0.478,0.171,Solomon Islands,-8.7053941,159.107069385185
9.0,1998.0,554.0,6646.0,0.147,0.815,0.488,0.15,Solomon Islands,-8.7053941,159.107069385185
10.0,1998.0,1690.0,5750.0,0.186,0.842,0.52,0.158,Solomon Islands,-8.7053941,159.107069385185
11.0,1998.0,0.0,7200.0,0.129,0.971,0.567,0.186,Solomon Islands,-8.7053941,159.107069385185
12.0,1998.0,249.0,7191.0,0.112,1.0,0.605,0.22,Solomon Islands,-8.7053941,159.107069385185
1.0,1999.0,0.0,7440.0,0.191,1.162,0.714,0.226,Solomon Islands,-8.7053941,159.107069385185
2.0,1999.0,0.0,6720.0,0.393,1.208,0.852,0.187,Solomon Islands,-8.7053941,159.107069385185
3.0,1999.0,0.0,7440.0,0.451,1.192,0.846,0.153,Solomon Islands,-8.7053941,159.107069385185
4.0,1999.0,0.0,7200.0,0.412,1.171,0.781,0.16,Solomon Islands,-8.7053941,159.107069385185
5.0,1999.0,0.0,7440.0,0.301,1.182,0.725,0.188,Solomon Islands,-8.7053941,159.107069385185
6.0,1999.0,442.0,6758.0,0.129,1.08,0.649,0.203,Solomon Islands,-8.7053941,159.107069385185
7.0,1999.0,0.0,7440.0,0.132,1.043,0.637,0.205,Solomon Islands,-8.7053941,159.107069385185
8.0,1999.0,0.0,7440.0,0.213,1.046,0.661,0.176,Solomon Islands,-8.7053941,159.107069385185
9.0,1999.0,0.0,7200.0,0.309,1.068,0.699,0.154,Solomon Islands,-8.7053941,159.107069385185
10.0,1999.0,0.0,7440.0,0.363,1.149,0.718,0.167,Solomon Islands,-8.7053941,159.107069385185
11.0,1999.0,0.0,7200.0,0.304,1.24,0.728,0.196,Solomon Islands,-8.7053941,159.107069385185
12.0,1999.0,0.0,7440.0,0.262,1.218,0.777,0.214,Solomon Islands,-8.7053941,159.107069385185
1.0,2000.0,0.0,7440.0,0.305,1.235,0.799,0.219,Solomon Islands,-8.7053941,159.107069385185
2.0,2000.0,0.0,6960.0,0.304,1.13,0.802,0.195,Solomon Islands,-8.7053941,159.107069385185
3.0,2000.0,0.0,7440.0,0.505,1.195,0.866,0.161,Solomon Islands,-8.7053941,159.107069385185
4.0,2000.0,0.0,7200.0,0.524,1.238,0.862,0.165,Solomon Islands,-8.7053941,159.107069385185
5.0,2000.0,0.0,7440.0,0.376,1.246,0.81,0.188,Solomon Islands,-8.7053941,159.107069385185
6.0,2000.0,0.0,7200.0,0.261,1.198,0.739,0.211,Solomon Islands,-8.7053941,159.107069385185
7.0,2000.0,0.0,7440.0,0.107,1.182,0.679,0.219,Solomon Islands,-8.7053941,159.107069385185
8.0,2000.0,0.0,7440.0,0.148,0.955,0.608,0.187,Solomon Islands,-8.7053941,159.107069385185
9.0,2000.0,0.0,7200.0,0.311,1.025,0.657,0.155,Solomon Islands,-8.7053941,159.107069385185
10.0,2000.0,0.0,7440.0,0.335,1.14,0.717,0.168,Solomon Islands,-8.7053941,159.107069385185
11.0,2000.0,0.0,7200.0,0.337,1.234,0.762,0.205,Solomon Islands,-8.7053941,159.107069385185
12.0,2000.0,0.0,7440.0,0.277,1.269,0.804,0.229,Solomon Islands,-8.7053941,159.107069385185
1.0,2001.0,0.0,7440.0,0.242,1.241,0.79,0.223,Solomon Islands,-8.7053941,159.107069385185
2.0,2001.0,0.0,6720.0,0.368,1.237,0.885,0.199,Solomon Islands,-8.7053941,159.107069385185
3.0,2001.0,0.0,7440.0,0.421,1.235,0.859,0.168,Solomon Islands,-8.7053941,159.107069385185
4.0,2001.0,0.0,7200.0,0.53,1.274,0.873,0.177,Solomon Islands,-8.7053941,159.107069385185
5.0,2001.0,0.0,7440.0,0.197,1.211,0.782,0.202,Solomon Islands,-8.7053941,159.107069385185
6.0,2001.0,0.0,7200.0,0.077,1.078,0.61,0.217,Solomon Islands,-8.7053941,159.107069385185
7.0,2001.0,960.0,6480.0,-0.068,0.86,0.439,0.221,Solomon Islands,-8.7053941,159.107069385185
8.0,2001.0,0.0,7440.0,0.099,0.923,0.586,0.197,Solomon Islands,-8.7053941,159.107069385185
9.0,2001.0,0.0,7200.0,0.206,0.964,0.633,0.165,Solomon Islands,-8.7053941,159.107069385185
10.0,2001.0,0.0,7440.0,0.326,1.097,0.661,0.17,Solomon Islands,-8.7053941,159.107069385185
11.0,2001.0,0.0,7200.0,0.269,1.159,0.715,0.206,Solomon Islands,-8.7053941,159.107069385185
12.0,2001.0,0.0,7440.0,0.103,1.21,0.679,0.245,Solomon Islands,-8.7053941,159.107069385185
1.0,2002.0,0.0,7440.0,0.095,1.048,0.616,0.235,Solomon Islands,-8.7053941,159.107069385185
2.0,2002.0,0.0,6720.0,0.155,0.988,0.636,0.202,Solomon Islands,-8.7053941,159.107069385185
3.0,2002.0,0.0,7440.0,0.277,1.075,0.682,0.173,Solomon Islands,-8.7053941,159.107069385185
4.0,2002.0,0.0,7200.0,0.357,1.164,0.731,0.179,Solomon Islands,-8.7053941,159.107069385185
5.0,2002.0,0.0,7440.0,0.233,1.169,0.73,0.208,Solomon Islands,-8.7053941,159.107069385185
6.0,2002.0,0.0,7200.0,0.209,1.153,0.714,0.221,Solomon Islands,-8.7053941,159.107069385185
7.0,2002.0,0.0,7440.0,0.124,1.026,0.62,0.216,Solomon Islands,-8.7053941,159.107069385185
8.0,2002.0,0.0,7440.0,0.161,1.007,0.612,0.198,Solomon Islands,-8.7053941,159.107069385185
9.0,2002.0,0.0,7200.0,0.119,0.91,0.539,0.178,Solomon Islands,-8.7053941,159.107069385185
10.0,2002.0,0.0,7440.0,0.16,0.958,0.544,0.186,Solomon Islands,-8.7053941,159.107069385185
11.0,2002.0,0.0,7200.0,0.162,1.011,0.604,0.208,Solomon Islands,-8.7053941,159.107069385185
12.0,2002.0,0.0,7440.0,0.09,1.047,0.595,0.238,Solomon Islands,-8.7053941,159.107069385185
1.0,2003.0,0.0,7440.0,0.034,1.014,0.564,0.247,Solomon Islands,-8.7053941,159.107069385185
2.0,2003.0,0.0,6720.0,0.089,0.905,0.56,0.206,Solomon Islands,-8.7053941,159.107069385185
3.0,2003.0,0.0,7440.0,0.212,1.042,0.64,0.178,Solomon Islands,-8.7053941,159.107069385185
4.0,2003.0,0.0,7200.0,0.206,1.098,0.656,0.181,Solomon Islands,-8.7053941,159.107069385185
5.0,2003.0,0.0,7440.0,0.242,1.242,0.736,0.216,Solomon Islands,-8.7053941,159.107069385185
6.0,2003.0,0.0,7200.0,0.124,1.213,0.7,0.235,Solomon Islands,-8.7053941,159.107069385185
7.0,2003.0,0.0,7440.0,0.157,1.144,0.677,0.23,Solomon Islands,-8.7053941,159.107069385185
8.0,2003.0,0.0,7440.0,0.109,0.979,0.637,0.198,Solomon Islands,-8.7053941,159.107069385185
9.0,2003.0,0.0,7200.0,0.206,1.027,0.658,0.177,Solomon Islands,-8.7053941,159.107069385185
10.0,2003.0,0.0,7440.0,0.205,1.118,0.675,0.196,Solomon Islands,-8.7053941,159.107069385185
11.0,2003.0,0.0,7200.0,0.099,1.119,0.662,0.221,Solomon Islands,-8.7053941,159.107069385185
12.0,2003.0,0.0,7440.0,0.088,1.168,0.7,0.237,Solomon Islands,-8.7053941,159.107069385185
1.0,2004.0,0.0,7440.0,0.092,1.084,0.648,0.238,Solomon Islands,-8.7053941,159.107069385185
2.0,2004.0,0.0,6960.0,0.125,1.046,0.663,0.213,Solomon Islands,-8.7053941,159.107069385185
3.0,2004.0,0.0,7440.0,0.306,1.182,0.787,0.188,Solomon Islands,-8.7053941,159.107069385185
4.0,2004.0,0.0,7200.0,0.319,1.146,0.707,0.196,Solomon Islands,-8.7053941,159.107069385185
5.0,2004.0,0.0,7440.0,0.25,1.212,0.715,0.21,Solomon Islands,-8.7053941,159.107069385185
6.0,2004.0,0.0,7200.0,0.121,1.163,0.645,0.236,Solomon Islands,-8.7053941,159.107069385185
7.0,2004.0,0.0,7440.0,0.044,1.017,0.601,0.239,Solomon Islands,-8.7053941,159.107069385185
8.0,2004.0,0.0,7440.0,0.088,0.959,0.568,0.208,Solomon Islands,-8.7053941,159.107069385185
9.0,2004.0,0.0,7200.0,0.226,0.965,0.604,0.172,Solomon Islands,-8.7053941,159.107069385185
10.0,2004.0,0.0,7440.0,0.239,1.09,0.614,0.19,Solomon Islands,-8.7053941,159.107069385185
11.0,2004.0,0.0,7200.0,0.182,1.11,0.654,0.225,Solomon Islands,-8.7053941,159.107069385185
12.0,2004.0,0.0,7440.0,0.059,1.067,0.624,0.247,Solomon Islands,-8.7053941,159.107069385185
1.0,2005.0,0.0,7440.0,0.054,1.091,0.672,0.237,Solomon Islands,-8.7053941,159.107069385185
2.0,2005.0,0.0,6720.0,0.097,1.009,0.647,0.216,Solomon Islands,-8.7053941,159.107069385185
3.0,2005.0,0.0,7440.0,0.114,0.975,0.584,0.19,Solomon Islands,-8.7053941,159.107069385185
4.0,2005.0,0.0,7200.0,0.218,1.195,0.697,0.203,Solomon Islands,-8.7053941,159.107069385185
5.0,2005.0,0.0,7440.0,0.176,1.119,0.666,0.221,Solomon Islands,-8.7053941,159.107069385185
6.0,2005.0,0.0,7200.0,0.116,1.137,0.668,0.234,Solomon Islands,-8.7053941,159.107069385185
7.0,2005.0,0.0,7440.0,0.067,1.079,0.621,0.232,Solomon Islands,-8.7053941,159.107069385185
8.0,2005.0,0.0,7440.0,0.131,0.993,0.623,0.21,Solomon Islands,-8.7053941,159.107069385185
9.0,2005.0,0.0,7200.0,0.214,1.073,0.666,0.183,Solomon Islands,-8.7053941,159.107069385185
10.0,2005.0,0.0,7440.0,0.313,1.159,0.696,0.189,Solomon Islands,-8.7053941,159.107069385185
11.0,2005.0,0.0,7200.0,0.251,1.254,0.754,0.226,Solomon Islands,-8.7053941,159.107069385185
12.0,2005.0,0.0,7440.0,0.159,1.24,0.755,0.259,Solomon Islands,-8.7053941,159.107069385185
1.0,2006.0,0.0,7440.0,0.215,1.267,0.809,0.254,Solomon Islands,-8.7053941,159.107069385185
2.0,2006.0,0.0,6720.0,0.335,1.21,0.862,0.215,Solomon Islands,-8.7053941,159.107069385185
3.0,2006.0,0.0,7440.0,0.494,1.314,0.905,0.188,Solomon Islands,-8.7053941,159.107069385185
4.0,2006.0,0.0,7200.0,0.42,1.32,0.859,0.196,Solomon Islands,-8.7053941,159.107069385185
5.0,2006.0,0.0,7440.0,0.254,1.239,0.783,0.226,Solomon Islands,-8.7053941,159.107069385185
6.0,2006.0,0.0,7200.0,0.188,1.174,0.715,0.234,Solomon Islands,-8.7053941,159.107069385185
7.0,2006.0,0.0,7440.0,0.102,1.058,0.639,0.225,Solomon Islands,-8.7053941,159.107069385185
8.0,2006.0,0.0,7440.0,0.09,0.994,0.572,0.209,Solomon Islands,-8.7053941,159.107069385185
9.0,2006.0,0.0,7200.0,0.118,1.0,0.577,0.192,Solomon Islands,-8.7053941,159.107069385185
10.0,2006.0,0.0,7440.0,0.178,1.003,0.569,0.198,Solomon Islands,-8.7053941,159.107069385185
11.0,2006.0,0.0,7200.0,0.099,1.035,0.586,0.221,Solomon Islands,-8.7053941,159.107069385185
12.0,2006.0,0.0,7440.0,0.047,1.058,0.613,0.246,Solomon Islands,-8.7053941,159.107069385185
1.0,2007.0,0.0,7440.0,0.114,1.079,0.641,0.252,Solomon Islands,-8.7053941,159.107069385185
2.0,2007.0,0.0,6720.0,0.101,1.104,0.629,0.217,Solomon Islands,-8.7053941,159.107069385185
3.0,2007.0,0.0,7440.0,0.289,1.201,0.726,0.187,Solomon Islands,-8.7053941,159.107069385185
4.0,2007.0,0.0,7200.0,0.391,1.258,0.752,0.188,Solomon Islands,-8.7053941,159.107069385185
5.0,2007.0,0.0,7440.0,0.243,1.245,0.745,0.219,Solomon Islands,-8.7053941,159.107069385185
6.0,2007.0,0.0,7200.0,0.198,1.223,0.736,0.237,Solomon Islands,-8.7053941,159.107069385185
7.0,2007.0,0.0,7440.0,0.119,1.171,0.666,0.237,Solomon Islands,-8.7053941,159.107069385185
8.0,2007.0,0.0,7440.0,0.235,1.09,0.707,0.2,Solomon Islands,-8.7053941,159.107069385185
9.0,2007.0,0.0,7200.0,0.291,1.091,0.694,0.183,Solomon Islands,-8.7053941,159.107069385185
10.0,2007.0,0.0,7440.0,0.252,1.246,0.707,0.207,Solomon Islands,-8.7053941,159.107069385185
11.0,2007.0,0.0,7200.0,0.291,1.348,0.809,0.237,Solomon Islands,-8.7053941,159.107069385185
12.0,2007.0,0.0,7440.0,0.269,1.315,0.809,0.245,Solomon Islands,-8.7053941,159.107069385185
1.0,2008.0,0.0,7440.0,0.31,1.263,0.857,0.24,Solomon Islands,-8.7053941,159.107069385185
2.0,2008.0,0.0,6960.0,0.359,1.239,0.886,0.212,Solomon Islands,-8.7053941,159.107069385185
3.0,2008.0,0.0,7440.0,0.532,1.325,0.937,0.189,Solomon Islands,-8.7053941,159.107069385185
4.0,2008.0,0.0,7200.0,0.492,1.36,0.903,0.196,Solomon Islands,-8.7053941,159.107069385185
5.0,2008.0,0.0,7440.0,0.311,1.366,0.809,0.219,Solomon Islands,-8.7053941,159.107069385185
6.0,2008.0,0.0,7200.0,0.202,1.236,0.735,0.234,Solomon Islands,-8.7053941,159.107069385185
7.0,2008.0,0.0,7440.0,0.095,1.128,0.676,0.236,Solomon Islands,-8.7053941,159.107069385185
8.0,2008.0,0.0,7440.0,0.189,1.086,0.685,0.198,Solomon Islands,-8.7053941,159.107069385185
9.0,2008.0,0.0,7200.0,0.301,1.1,0.686,0.172,Solomon Islands,-8.7053941,159.107069385185
10.0,2008.0,0.0,7440.0,0.25,1.147,0.677,0.194,Solomon Islands,-8.7053941,159.107069385185
11.0,2008.0,0.0,7200.0,0.218,1.247,0.713,0.232,Solomon Islands,-8.7053941,159.107069385185
12.0,2008.0,0.0,7440.0,0.176,1.293,0.799,0.245,Solomon Islands,-8.7053941,159.107069385185
1.0,2009.0,0.0,7440.0,0.278,1.281,0.834,0.233,Solomon Islands,-8.7053941,159.107069385185
2.0,2009.0,0.0,6720.0,0.396,1.254,0.9,0.204,Solomon Islands,-8.7053941,159.107069385185
3.0,2009.0,0.0,7440.0,0.475,1.3,0.904,0.184,Solomon Islands,-8.7053941,159.107069385185
4.0,2009.0,0.0,7200.0,0.357,1.255,0.823,0.197,Solomon Islands,-8.7053941,159.107069385185
