Month,Year,Gaps,Good,Minimum,Maximum,Mean,Std_Dev,Location,Latitude,Longitude
1,2009,0,7440,0.122,1.543,0.808,0.290,SAMOA,-13.7693895,-172.12005
2,2009,0,6720,0.092,1.519,0.797,0.305,SAMOA,-13.7693895,-172.12005
3,2009,0,7440,0.210,1.465,0.84,0.297,SAMOA,-13.7693895,-172.12005
4,2009,0,7200,0.268,1.432,0.822,0.295,SAMOA,-13.7693895,-172.12005
5,2009,0,7440,0.141,1.365,0.782,0.288,SAMOA,-13.7693895,-172.12005
6,2009,0,7200,0.080,1.439,0.763,0.295,SAMOA,-13.7693895,-172.12005
7,2009,0,7440,0.168,1.548,0.812,0.294,SAMOA,-13.7693895,-172.12005
8,2009,0,7440,0.079,1.513,0.788,0.301,SAMOA,-13.7693895,-172.12005
9,2009,0,7200,0.174,1.463,0.815,0.291,SAMOA,-13.7693895,-172.12005
10,2009,0,7440,0.179,1.402,0.773,0.297,SAMOA,-13.7693895,-172.12005
11,2009,0,7200,0.175,1.317,0.76,0.288,SAMOA,-13.7693895,-172.12005
12,2009,0,7440,0.148,1.392,0.756,0.297,SAMOA,-13.7693895,-172.12005
1,2010,0,7440,0.070,1.474,0.767,0.310,SAMOA,-13.7693895,-172.12005
2,2010,0,6720,-0.381,1.607,0.712,0.304,SAMOA,-13.7693895,-172.12005
3,2010,0,7440,-0.071,1.463,0.693,0.319,SAMOA,-13.7693895,-172.12005
4,2010,0,7200,0.115,1.410,0.717,0.302,SAMOA,-13.7693895,-172.12005
5,2010,4562,2878,0.254,1.301,0.755,0.297,SAMOA,-13.7693895,-172.12005
6,2010,6750,450,0.492,1.195,0.859,0.215,SAMOA,-13.7693895,-172.12005
7,2010,6980,460,0.515,1.151,0.821,0.201,SAMOA,-13.7693895,-172.12005
8,2010,7230,210,0.590,1.144,0.869,0.180,SAMOA,-13.7693895,-172.12005
9,2010,6933,267,0.482,1.185,0.852,0.213,SAMOA,-13.7693895,-172.12005
10,2010,0,7440,0.211,1.609,0.869,0.297,SAMOA,-13.7693895,-172.12005
11,2010,0,7200,0.234,1.533,0.85,0.302,SAMOA,-13.7693895,-172.12005
12,2010,0,7440,0.318,1.484,0.895,0.295,SAMOA,-13.7693895,-172.12005
1,2011,0,7440,0.341,1.633,0.924,0.297,SAMOA,-13.7693895,-172.12005
2,2011,0,6720,0.290,1.681,0.938,0.304,SAMOA,-13.7693895,-172.12005
3,2011,5228,2212,0.464,1.395,0.952,0.259,SAMOA,-13.7693895,-172.12005
4,2011,0,7200,0.293,1.707,0.958,0.307,SAMOA,-13.7693895,-172.12005
5,2011,266,7174,0.260,1.567,0.925,0.291,SAMOA,-13.7693895,-172.12005
6,2011,3312,3888,0.292,1.556,0.914,0.312,SAMOA,-13.7693895,-172.12005
7,2011,0,7440,0.279,1.529,0.905,0.305,SAMOA,-13.7693895,-172.12005
8,2011,1442,5998,0.295,1.553,0.923,0.299,SAMOA,-13.7693895,-172.12005
9,2011,0,7200,0.294,1.633,0.91,0.309,SAMOA,-13.7693895,-172.12005
10,2011,0,7440,0.221,1.667,0.909,0.310,SAMOA,-13.7693895,-172.12005
11,2011,0,7200,0.204,1.603,0.875,0.305,SAMOA,-13.7693895,-172.12005
12,2011,0,7440,0.288,1.631,0.897,0.306,SAMOA,-13.7693895,-172.12005
1,2012,0,7440,0.297,1.541,0.916,0.296,SAMOA,-13.7693895,-172.12005
2,2012,0,6960,0.299,1.540,0.909,0.303,SAMOA,-13.7693895,-172.12005
3,2012,0,7440,0.285,1.588,0.914,0.302,SAMOA,-13.7693895,-172.12005
4,2012,0,7200,0.230,1.604,0.908,0.306,SAMOA,-13.7693895,-172.12005
5,2012,0,7440,0.272,1.651,0.933,0.316,SAMOA,-13.7693895,-172.12005
6,2012,0,7200,0.177,1.549,0.842,0.313,SAMOA,-13.7693895,-172.12005
7,2012,0,7440,0.197,1.561,0.883,0.324,SAMOA,-13.7693895,-172.12005
8,2012,0,7440,0.211,1.539,0.86,0.318,SAMOA,-13.7693895,-172.12005
9,2012,0,7200,0.288,1.483,0.878,0.310,SAMOA,-13.7693895,-172.12005
10,2012,0,7440,0.205,1.576,0.889,0.309,SAMOA,-13.7693895,-172.12005
11,2012,0,7200,0.148,1.613,0.873,0.306,SAMOA,-13.7693895,-172.12005
12,2012,0,7440,0.128,1.737,0.835,0.310,SAMOA,-13.7693895,-172.12005
1,2013,0,7440,0.141,1.559,0.833,0.308,SAMOA,-13.7693895,-172.12005
2,2013,0,6720,0.088,1.489,0.798,0.320,SAMOA,-13.7693895,-172.12005
3,2013,0,7440,0.213,1.480,0.816,0.314,SAMOA,-13.7693895,-172.12005
4,2013,0,7200,0.231,1.510,0.856,0.312,SAMOA,-13.7693895,-172.12005
5,2013,0,7440,0.220,1.549,0.859,0.312,SAMOA,-13.7693895,-172.12005
6,2013,0,7200,0.219,1.633,0.904,0.308,SAMOA,-13.7693895,-172.12005
7,2013,0,7440,0.227,1.668,0.913,0.301,SAMOA,-13.7693895,-172.12005
8,2013,0,7440,0.185,1.607,0.885,0.304,SAMOA,-13.7693895,-172.12005
9,2013,0,7200,0.289,1.619,0.906,0.311,SAMOA,-13.7693895,-172.12005
10,2013,0,7440,0.327,1.539,0.9,0.309,SAMOA,-13.7693895,-172.12005
11,2013,0,7200,0.281,1.520,0.888,0.301,SAMOA,-13.7693895,-172.12005
12,2013,0,7440,0.237,1.578,0.86,0.310,SAMOA,-13.7693895,-172.12005
1,2014,0,7440,0.139,1.665,0.854,0.326,SAMOA,-13.7693895,-172.12005
2,2014,0,6720,0.154,1.621,0.889,0.308,SAMOA,-13.7693895,-172.12005
3,2014,0,7440,0.100,1.616,0.849,0.333,SAMOA,-13.7693895,-172.12005
4,2014,0,7200,0.169,1.466,0.813,0.314,SAMOA,-13.7693895,-172.12005
5,2014,0,7440,0.209,1.418,0.783,0.301,SAMOA,-13.7693895,-172.12005
6,2014,0,7200,0.184,1.466,0.807,0.294,SAMOA,-13.7693895,-172.12005
7,2014,0,7440,0.214,1.615,0.907,0.305,SAMOA,-13.7693895,-172.12005
8,2014,0,7440,0.178,1.652,0.905,0.307,SAMOA,-13.7693895,-172.12005
9,2014,0,7200,0.252,1.689,0.936,0.314,SAMOA,-13.7693895,-172.12005
10,2014,0,7440,0.291,1.633,0.94,0.308,SAMOA,-13.7693895,-172.12005
11,2014,0,7200,0.314,1.585,0.91,0.311,SAMOA,-13.7693895,-172.12005
12,2014,0,7440,0.271,1.513,0.885,0.305,SAMOA,-13.7693895,-172.12005
1,2015,0,7440,0.198,1.634,0.887,0.319,SAMOA,-13.7693895,-172.12005
2,2015,0,6720,0.178,1.690,0.891,0.324,SAMOA,-13.7693895,-172.12005
3,2015,0,7440,0.246,1.671,0.919,0.306,SAMOA,-13.7693895,-172.12005
4,2015,0,7200,0.276,1.602,0.914,0.306,SAMOA,-13.7693895,-172.12005
5,2015,0,7440,0.345,1.553,0.917,0.293,SAMOA,-13.7693895,-172.12005
6,2015,0,7200,0.349,1.501,0.914,0.289,SAMOA,-13.7693895,-172.12005
7,2015,0,7440,0.321,1.663,0.933,0.302,SAMOA,-13.7693895,-172.12005
8,2015,0,7440,0.221,1.655,0.95,0.321,SAMOA,-13.7693895,-172.12005
9,2015,0,7200,0.280,1.680,0.921,0.316,SAMOA,-13.7693895,-172.12005
10,2015,0,7440,0.213,1.632,0.922,0.316,SAMOA,-13.7693895,-172.12005
11,2015,0,7200,0.291,1.663,0.916,0.305,SAMOA,-13.7693895,-172.12005
12,2015,0,7440,0.247,1.569,0.882,0.308,SAMOA,-13.7693895,-172.12005
1,2016,0,7440,0.203,1.477,0.825,0.302,SAMOA,-13.7693895,-172.12005
2,2016,0,6960,0.167,1.544,0.838,0.322,SAMOA,-13.7693895,-172.12005
3,2016,0,7440,0.087,1.493,0.791,0.322,SAMOA,-13.7693895,-172.12005
4,2016,0,7200,0.163,1.574,0.847,0.320,SAMOA,-13.7693895,-172.12005
5,2016,0,7440,0.107,1.434,0.76,0.317,SAMOA,-13.7693895,-172.12005
6,2016,0,7200,0.169,1.541,0.823,0.319,SAMOA,-13.7693895,-172.12005
7,2016,0,7440,0.207,1.524,0.862,0.312,SAMOA,-13.7693895,-172.12005
8,2016,0,7440,0.326,1.574,0.9,0.314,SAMOA,-13.7693895,-172.12005
9,2016,0,7200,0.221,1.595,0.897,0.309,SAMOA,-13.7693895,-172.12005
10,2016,0,7440,0.351,1.690,0.984,0.304,SAMOA,-13.7693895,-172.12005
11,2016,0,7200,0.320,1.682,0.976,0.298,SAMOA,-13.7693895,-172.12005
12,2016,0,7440,0.271,1.742,0.998,0.308,SAMOA,-13.7693895,-172.12005
1,2017,0,7440,0.366,1.703,1.016,0.311,SAMOA,-13.7693895,-172.12005
2,2017,0,6720,0.316,1.669,0.976,0.311,SAMOA,-13.7693895,-172.12005
3,2017,0,7440,0.414,1.670,0.985,0.316,SAMOA,-13.7693895,-172.12005
4,2017,0,7200,0.271,1.634,0.951,0.312,SAMOA,-13.7693895,-172.12005
5,2017,0,7440,0.225,1.626,0.908,0.306,SAMOA,-13.7693895,-172.12005
6,2017,0,7200,0.208,1.597,0.913,0.302,SAMOA,-13.7693895,-172.12005
7,2017,0,7440,0.250,1.599,0.895,0.297,SAMOA,-13.7693895,-172.12005
8,2017,0,7440,0.254,1.580,0.895,0.295,SAMOA,-13.7693895,-172.12005
9,2017,0,7200,0.349,1.535,0.922,0.302,SAMOA,-13.7693895,-172.12005
10,2017,0,7440,0.334,1.551,0.938,0.305,SAMOA,-13.7693895,-172.12005
11,2017,0,7200,0.294,1.637,0.955,0.304,SAMOA,-13.7693895,-172.12005
12,2017,0,7440,0.298,1.683,0.956,0.307,SAMOA,-13.7693895,-172.12005
1,2018,0,7440,0.249,1.725,0.942,0.321,SAMOA,-13.7693895,-172.12005
2,2018,0,6720,0.222,1.671,0.933,0.312,SAMOA,-13.7693895,-172.12005
3,2018,0,7440,0.232,1.637,0.955,0.314,SAMOA,-13.7693895,-172.12005
4,2018,0,7200,0.410,1.544,0.957,0.297,SAMOA,-13.7693895,-172.12005
5,2018,0,7440,0.271,1.556,0.924,0.301,SAMOA,-13.7693895,-172.12005
6,2018,0,7200,0.345,1.681,0.975,0.289,SAMOA,-13.7693895,-172.12005
7,2018,3333,4107,0.312,1.663,0.968,0.321,SAMOA,-13.7693895,-172.12005
8,2018,5027,2413,0.505,1.479,0.973,0.280,SAMOA,-13.7693895,-172.12005
9,2018,0,7200,0.264,1.691,0.977,0.302,SAMOA,-13.7693895,-172.12005
10,2018,0,7440,0.335,1.631,0.965,0.299,SAMOA,-13.7693895,-172.12005
11,2018,0,7200,0.390,1.550,0.948,0.301,SAMOA,-13.7693895,-172.12005
12,2018,0,7440,0.374,1.680,0.988,0.300,SAMOA,-13.7693895,-172.12005
1,2019,0,7440,0.345,1.741,1.028,0.308,SAMOA,-13.7693895,-172.12005
2,2019,0,6720,0.340,1.841,1.046,0.316,SAMOA,-13.7693895,-172.12005
3,2019,0,7440,0.365,1.773,1.017,0.300,SAMOA,-13.7693895,-172.12005
4,2019,0,7200,0.443,1.740,1.067,0.293,SAMOA,-13.7693895,-172.12005
5,2019,0,7440,0.376,1.591,1.017,0.286,SAMOA,-13.7693895,-172.12005
6,2019,0,7200,0.424,1.604,1.026,0.291,SAMOA,-13.7693895,-172.12005
7,2019,0,7440,0.357,1.677,1.026,0.304,SAMOA,-13.7693895,-172.12005
8,2019,0,7440,0.278,1.767,1.024,0.319,SAMOA,-13.7693895,-172.12005
9,2019,0,7200,0.262,1.697,1.011,0.317,SAMOA,-13.7693895,-172.12005
10,2019,0,7440,0.361,1.731,0.996,0.307,SAMOA,-13.7693895,-172.12005
11,2019,0,7200,0.401,1.693,1.004,0.299,SAMOA,-13.7693895,-172.12005
12,2019,0,7440,0.393,1.518,0.96,0.285,SAMOA,-13.7693895,-172.12005
1,2020,256,7184,0.355,1.549,0.936,0.285,SAMOA,-13.7693895,-172.12005
2,2020,0,6960,0.280,1.635,0.921,0.301,SAMOA,-13.7693895,-172.12005
3,2020,0,7440,0.215,1.695,0.934,0.307,SAMOA,-13.7693895,-172.12005
4,2020,0,7200,0.340,1.786,1.03,0.300,SAMOA,-13.7693895,-172.12005
5,2020,0,7440,0.456,1.758,1.068,0.292,SAMOA,-13.7693895,-172.12005
6,2020,0,7200,0.457,1.702,1.023,0.296,SAMOA,-13.7693895,-172.12005
7,2020,0,7440,0.418,1.589,0.995,0.295,SAMOA,-13.7693895,-172.12005
8,2020,0,7440,0.289,1.585,0.942,0.302,SAMOA,-13.7693895,-172.12005
9,2020,0,7200,0.301,1.648,0.956,0.304,SAMOA,-13.7693895,-172.12005
10,2020,1360,6080,0.309,1.701,0.981,0.313,SAMOA,-13.7693895,-172.12005
11,2020,4345,2855,0.539,1.422,0.951,0.242,SAMOA,-13.7693895,-172.12005
12,2020,639,6801,0.410,1.687,1.003,0.279,SAMOA,-13.7693895,-172.12005
1,2021,0,7440,0.452,1.701,1.058,0.289,SAMOA,-13.7693895,-172.12005
2,2021,0,6720,0.496,1.714,1.084,0.292,SAMOA,-13.7693895,-172.12005
3,2021,0,7440,0.503,1.813,1.098,0.315,SAMOA,-13.7693895,-172.12005
4,2021,0,7200,0.432,1.753,1.098,0.301,SAMOA,-13.7693895,-172.12005
5,2021,361,7079,0.419,1.770,1.06,0.296,SAMOA,-13.7693895,-172.12005
6,2021,0,7200,0.340,1.634,1.006,0.292,SAMOA,-13.7693895,-172.12005
7,2021,0,7440,0.397,1.644,0.993,0.282,SAMOA,-13.7693895,-172.12005
8,2021,0,7440,0.407,1.612,0.977,0.277,SAMOA,-13.7693895,-172.12005
9,2021,0,7200,0.420,1.585,0.998,0.287,SAMOA,-13.7693895,-172.12005
10,2021,0,7440,0.457,1.684,1.017,0.299,SAMOA,-13.7693895,-172.12005
11,2021,0,7200,0.377,1.657,0.998,0.297,SAMOA,-13.7693895,-172.12005
12,2021,0,7440,0.352,1.730,1.011,0.305,SAMOA,-13.7693895,-172.12005
1,2022,0,7440,0.290,1.758,1.008,0.310,SAMOA,-13.7693895,-172.12005
2,2022,0,6720,0.289,1.680,0.959,0.289,SAMOA,-13.7693895,-172.12005
3,2022,4,7436,0.296,1.643,0.979,0.311,SAMOA,-13.7693895,-172.12005
4,2022,0,7200,0.429,1.692,1.029,0.293,SAMOA,-13.7693895,-172.12005
5,2022,1,7439,0.416,1.621,1.009,0.284,SAMOA,-13.7693895,-172.12005
6,2022,38,7162,0.378,1.672,1.02,0.286,SAMOA,-13.7693895,-172.12005
7,2022,0,7440,0.336,1.709,1.006,0.281,SAMOA,-13.7693895,-172.12005
8,2022,1,7439,0.317,1.704,0.986,0.294,SAMOA,-13.7693895,-172.12005
9,2022,0,7200,0.351,1.659,0.974,0.293,SAMOA,-13.7693895,-172.12005
10,2022,2,7438,0.371,1.624,0.981,0.290,SAMOA,-13.7693895,-172.12005
11,2022,0,7200,0.343,1.594,0.951,0.297,SAMOA,-13.7693895,-172.12005
12,2022,0,7440,0.296,1.629,0.963,0.296,SAMOA,-13.7693895,-172.12005
1,2023,365,7075,0.270,1.673,0.957,0.294,SAMOA,-13.7693895,-172.12005
2,2023,3262,3458,0.519,1.432,0.967,0.246,SAMOA,-13.7693895,-172.12005
3,2023,88,7352,0.335,1.731,0.97,0.296,SAMOA,-13.7693895,-172.12005
4,2023,0,7200,0.470,1.667,1.032,0.289,SAMOA,-13.7693895,-172.12005
5,2023,1,7439,0.476,1.570,1.015,0.282,SAMOA,-13.7693895,-172.12005
6,2023,1,7199,0.434,1.550,0.994,0.281,SAMOA,-13.7693895,-172.12005
7,2023,1,7439,0.368,1.662,0.991,0.287,SAMOA,-13.7693895,-172.12005
8,2023,53,7387,0.294,1.727,0.989,0.311,SAMOA,-13.7693895,-172.12005
9,2023,1,7199,0.275,1.697,0.982,0.313,SAMOA,-13.7693895,-172.12005
10,2023,0,7440,0.308,1.631,0.962,0.305,SAMOA,-13.7693895,-172.12005
11,2023,0,7200,0.401,1.536,0.953,0.279,SAMOA,-13.7693895,-172.12005
12,2023,0,7440,0.304,1.456,0.888,0.279,SAMOA,-13.7693895,-172.12005
1,2024,0,7440,0.243,1.532,0.887,0.287,SAMOA,-13.7693895,-172.12005
2,2024,169,6791,0.221,1.654,0.876,0.313,SAMOA,-13.7693895,-172.12005
3,2024,1,7439,0.149,1.574,0.826,0.298,SAMOA,-13.7693895,-172.12005
4,2024,3,7197,0.197,1.569,0.869,0.297,SAMOA,-13.7693895,-172.12005
5,2024,1,7439,0.321,1.598,0.945,0.293,SAMOA,-13.7693895,-172.12005
6,2024,0,7200,0.411,1.612,0.999,0.286,SAMOA,-13.7693895,-172.12005
7,2024,0,7440,0.393,1.578,0.975,0.285,SAMOA,-13.7693895,-172.12005
8,2024,0,7440,0.331,1.703,0.981,0.293,SAMOA,-13.7693895,-172.12005
9,2024,1,7199,0.307,1.688,0.966,0.298,SAMOA,-13.7693895,-172.12005
10,2024,0,7440,0.335,1.693,0.966,0.295,SAMOA,-13.7693895,-172.12005
11,2024,830,6370,0.305,1.624,0.927,0.287,SAMOA,-13.7693895,-172.12005
12,2024,0,7440,0.340,1.584,0.916,0.284,SAMOA,-13.7693895,-172.12005
1,2025,0,7440,0.354,1.613,0.959,0.291,SAMOA,-13.7693895,-172.12005
Totals,89863,2715257,,,,,,SAMOA,-13.7693895,-172.12005
Standard,deviation,of,the,observations,=,0.321,metres,SAMOA,-13.7693895,-172.12005
Skewness,=,0.0119,,,,,,SAMOA,-13.7693895,-172.12005
1,1993,4800,2640,0.282,1.463,0.897,0.332,TONGA,-19.9160819,-175.202642
2,1993,0,6720,0.134,1.791,0.945,0.395,TONGA,-19.9160819,-175.202642
3,1993,0,7440,0.152,1.794,0.959,0.391,TONGA,-19.9160819,-175.202642
4,1993,0,7200,0.136,1.784,0.951,0.393,TONGA,-19.9160819,-175.202642
5,1993,0,7440,0.129,1.681,0.839,0.396,TONGA,-19.9160819,-175.202642
6,1993,0,7200,0.093,1.601,0.862,0.393,TONGA,-19.9160819,-175.202642
7,1993,0,7440,0.016,1.575,0.848,0.395,TONGA,-19.9160819,-175.202642
8,1993,0,7440,0.074,1.660,0.884,0.392,TONGA,-19.9160819,-175.202642
9,1993,0,7200,0.036,1.695,0.848,0.392,TONGA,-19.9160819,-175.202642
10,1993,0,7440,-0.012,1.667,0.844,0.385,TONGA,-19.9160819,-175.202642
11,1993,960,6240,0.006,1.717,0.888,0.394,TONGA,-19.9160819,-175.202642
12,1993,0,7440,0.179,1.727,0.933,0.390,TONGA,-19.9160819,-175.202642
1,1994,0,7440,0.147,1.656,0.932,0.404,TONGA,-19.9160819,-175.202642
2,1994,0,6720,0.152,1.699,0.926,0.395,TONGA,-19.9160819,-175.202642
3,1994,0,7440,0.089,1.756,0.931,0.403,TONGA,-19.9160819,-175.202642
4,1994,720,6480,-0.030,1.695,0.889,0.403,TONGA,-19.9160819,-175.202642
5,1994,0,7440,0.061,1.708,0.897,0.392,TONGA,-19.9160819,-175.202642
6,1994,0,7200,-0.031,1.579,0.834,0.390,TONGA,-19.9160819,-175.202642
7,1994,0,7440,-0.003,1.499,0.772,0.386,TONGA,-19.9160819,-175.202642
8,1994,0,7440,0.097,1.544,0.834,0.382,TONGA,-19.9160819,-175.202642
9,1994,0,7200,0.081,1.573,0.786,0.388,TONGA,-19.9160819,-175.202642
10,1994,0,7440,0.040,1.697,0.843,0.390,TONGA,-19.9160819,-175.202642
11,1994,0,7200,0.004,1.733,0.93,0.401,TONGA,-19.9160819,-175.202642
12,1994,0,7440,0.191,1.884,1.023,0.401,TONGA,-19.9160819,-175.202642
1,1995,0,7440,0.187,1.813,0.97,0.400,TONGA,-19.9160819,-175.202642
2,1995,0,6720,0.184,1.716,0.92,0.400,TONGA,-19.9160819,-175.202642
3,1995,0,7440,0.119,1.601,0.873,0.398,TONGA,-19.9160819,-175.202642
4,1995,0,7200,0.055,1.674,0.875,0.395,TONGA,-19.9160819,-175.202642
5,1995,0,7440,-0.071,1.630,0.825,0.394,TONGA,-19.9160819,-175.202642
6,1995,0,7200,-0.050,1.663,0.803,0.395,TONGA,-19.9160819,-175.202642
7,1995,0,7440,0.042,1.727,0.874,0.394,TONGA,-19.9160819,-175.202642
8,1995,0,7440,0.077,1.681,0.888,0.399,TONGA,-19.9160819,-175.202642
9,1995,1056,6144,0.166,1.632,0.883,0.415,TONGA,-19.9160819,-175.202642
10,1995,0,7440,0.205,1.746,0.952,0.397,TONGA,-19.9160819,-175.202642
11,1995,2164,5036,0.231,1.582,0.938,0.363,TONGA,-19.9160819,-175.202642
12,1995,1710,5730,-0.026,1.684,0.83,0.412,TONGA,-19.9160819,-175.202642
1,1996,0,7440,0.130,1.863,0.952,0.395,TONGA,-19.9160819,-175.202642
2,1996,0,6960,0.204,1.795,0.98,0.386,TONGA,-19.9160819,-175.202642
3,1996,0,7440,0.254,1.727,0.959,0.377,TONGA,-19.9160819,-175.202642
4,1996,0,7200,0.201,1.605,0.924,0.382,TONGA,-19.9160819,-175.202642
5,1996,0,7440,0.127,1.594,0.841,0.388,TONGA,-19.9160819,-175.202642
6,1996,0,7200,0.002,1.658,0.868,0.397,TONGA,-19.9160819,-175.202642
7,1996,0,7440,0.021,1.747,0.886,0.408,TONGA,-19.9160819,-175.202642
8,1996,0,7440,0.060,1.733,0.886,0.414,TONGA,-19.9160819,-175.202642
9,1996,0,7200,0.173,1.778,0.97,0.409,TONGA,-19.9160819,-175.202642
10,1996,0,7440,0.246,1.769,0.962,0.392,TONGA,-19.9160819,-175.202642
11,1996,0,7200,0.224,1.687,0.977,0.388,TONGA,-19.9160819,-175.202642
12,1996,0,7440,0.137,1.707,0.991,0.387,TONGA,-19.9160819,-175.202642
1,1997,0,7440,0.169,1.805,1.017,0.387,TONGA,-19.9160819,-175.202642
2,1997,0,6720,0.188,1.849,1.071,0.400,TONGA,-19.9160819,-175.202642
3,1997,110,7330,0.375,1.989,1.118,0.396,TONGA,-19.9160819,-175.202642
4,1997,0,7200,0.330,1.860,1.084,0.386,TONGA,-19.9160819,-175.202642
5,1997,0,7440,0.314,1.836,1.05,0.393,TONGA,-19.9160819,-175.202642
6,1997,0,7200,0.256,1.727,1.007,0.393,TONGA,-19.9160819,-175.202642
7,1997,0,7440,0.116,1.672,0.964,0.394,TONGA,-19.9160819,-175.202642
8,1997,0,7440,0.141,1.747,0.929,0.392,TONGA,-19.9160819,-175.202642
9,1997,0,7200,0.083,1.746,0.917,0.394,TONGA,-19.9160819,-175.202642
10,1997,0,7440,0.132,1.776,0.946,0.391,TONGA,-19.9160819,-175.202642
11,1997,0,7200,0.082,1.683,0.897,0.391,TONGA,-19.9160819,-175.202642
12,1997,0,7440,0.206,1.813,1.025,0.397,TONGA,-19.9160819,-175.202642
1,1998,0,7440,0.280,1.850,1.069,0.402,TONGA,-19.9160819,-175.202642
2,1998,0,6720,0.266,1.855,1.001,0.391,TONGA,-19.9160819,-175.202642
3,1998,0,7440,0.259,1.893,1.088,0.402,TONGA,-19.9160819,-175.202642
4,1998,0,7200,0.151,1.808,1.018,0.392,TONGA,-19.9160819,-175.202642
5,1998,0,7440,0.196,1.845,1.001,0.390,TONGA,-19.9160819,-175.202642
6,1998,0,7200,0.227,1.864,1.035,0.385,TONGA,-19.9160819,-175.202642
7,1998,0,7440,0.182,1.607,0.942,0.384,TONGA,-19.9160819,-175.202642
8,1998,0,7440,0.116,1.609,0.887,0.387,TONGA,-19.9160819,-175.202642
9,1998,0,7200,0.069,1.612,0.879,0.390,TONGA,-19.9160819,-175.202642
10,1998,0,7440,0.115,1.796,0.935,0.397,TONGA,-19.9160819,-175.202642
11,1998,0,7200,0.053,1.802,0.944,0.407,TONGA,-19.9160819,-175.202642
12,1998,0,7440,0.077,1.972,0.937,0.415,TONGA,-19.9160819,-175.202642
1,1999,0,7440,0.018,1.667,0.891,0.407,TONGA,-19.9160819,-175.202642
2,1999,0,6720,0.151,1.832,0.95,0.401,TONGA,-19.9160819,-175.202642
3,1999,0,7440,0.152,1.684,0.926,0.401,TONGA,-19.9160819,-175.202642
4,1999,0,7200,0.127,1.783,0.967,0.393,TONGA,-19.9160819,-175.202642
5,1999,0,7440,0.090,1.766,0.945,0.384,TONGA,-19.9160819,-175.202642
6,1999,0,7200,0.017,1.734,0.915,0.391,TONGA,-19.9160819,-175.202642
7,1999,0,7440,0.137,1.776,1.006,0.393,TONGA,-19.9160819,-175.202642
8,1999,0,7440,0.191,1.764,0.953,0.400,TONGA,-19.9160819,-175.202642
9,1999,0,7200,0.133,1.624,0.907,0.399,TONGA,-19.9160819,-175.202642
10,1999,0,7440,0.176,1.797,0.978,0.404,TONGA,-19.9160819,-175.202642
11,1999,0,7200,0.210,1.898,1.044,0.391,TONGA,-19.9160819,-175.202642
12,1999,0,7440,0.221,1.922,1.058,0.393,TONGA,-19.9160819,-175.202642
1,2000,0,7440,0.259,1.983,1.101,0.393,TONGA,-19.9160819,-175.202642
2,2000,0,6960,0.298,1.866,1.092,0.389,TONGA,-19.9160819,-175.202642
3,2000,0,7440,0.403,1.969,1.132,0.380,TONGA,-19.9160819,-175.202642
4,2000,0,7200,0.414,1.932,1.115,0.387,TONGA,-19.9160819,-175.202642
5,2000,0,7440,0.280,1.831,1.052,0.385,TONGA,-19.9160819,-175.202642
6,2000,0,7200,0.150,1.884,1.046,0.394,TONGA,-19.9160819,-175.202642
7,2000,0,7440,0.124,1.918,1.02,0.405,TONGA,-19.9160819,-175.202642
8,2000,0,7440,0.095,1.794,0.968,0.406,TONGA,-19.9160819,-175.202642
9,2000,0,7200,0.184,1.693,0.972,0.387,TONGA,-19.9160819,-175.202642
10,2000,0,7440,0.230,1.636,0.948,0.385,TONGA,-19.9160819,-175.202642
11,2000,0,7200,0.191,1.697,0.983,0.382,TONGA,-19.9160819,-175.202642
12,2000,0,7440,0.241,1.881,1.048,0.378,TONGA,-19.9160819,-175.202642
1,2001,4193,3247,0.103,1.801,1.0,0.391,TONGA,-19.9160819,-175.202642
2,2001,0,6720,0.190,1.880,1.077,0.394,TONGA,-19.9160819,-175.202642
3,2001,0,7440,0.221,1.859,1.052,0.393,TONGA,-19.9160819,-175.202642
4,2001,0,7200,0.243,1.750,0.969,0.391,TONGA,-19.9160819,-175.202642
5,2001,0,7440,0.200,1.652,0.936,0.389,TONGA,-19.9160819,-175.202642
6,2001,0,7200,0.114,1.758,0.955,0.395,TONGA,-19.9160819,-175.202642
7,2001,0,7440,0.064,1.731,0.941,0.391,TONGA,-19.9160819,-175.202642
8,2001,0,7440,0.046,1.804,0.95,0.386,TONGA,-19.9160819,-175.202642
9,2001,0,7200,0.149,1.786,0.979,0.386,TONGA,-19.9160819,-175.202642
10,2001,0,7440,0.223,1.771,0.985,0.375,TONGA,-19.9160819,-175.202642
11,2001,1470,5730,0.353,1.821,1.039,0.390,TONGA,-19.9160819,-175.202642
12,2001,4560,2880,0.402,1.872,1.085,0.330,TONGA,-19.9160819,-175.202642
1,2002,0,7440,0.304,1.923,1.096,0.387,TONGA,-19.9160819,-175.202642
2,2002,0,6720,0.324,1.949,1.102,0.381,TONGA,-19.9160819,-175.202642
3,2002,0,7440,0.356,1.927,1.151,0.394,TONGA,-19.9160819,-175.202642
4,2002,0,7200,0.281,1.840,1.078,0.380,TONGA,-19.9160819,-175.202642
5,2002,0,7440,0.195,1.696,0.998,0.370,TONGA,-19.9160819,-175.202642
6,2002,0,7200,0.263,1.694,0.968,0.369,TONGA,-19.9160819,-175.202642
7,2002,0,7440,0.264,1.694,0.985,0.370,TONGA,-19.9160819,-175.202642
8,2002,0,7440,0.157,1.706,0.957,0.379,TONGA,-19.9160819,-175.202642
